sender_id,receiver_id,amount,device_id,location,merchant_name,transaction_type,timestamp,txn_frequency,user_avg_amount,amount_vs_avg,device_change,location_change,rule_score,fraud_probability,fraud_flag
USER004,USER005,126603,DEV7,Hyderabad,Unknown,UPI,2026-03-06 09:44:22.899474,4,7234,17.50110588885817,0,0,40,0.48763934,0
USER001,USER002,199602,DEV14,Bangalore,Paytm,UPI,2026-03-05 19:53:16.906513,9,5950,33.54655462184874,1,1,55,0.45719647,0
USER005,USER001,51757,DEV6,Mumbai,Amazon,CARD,2026-03-06 01:36:33.914095,23,7956,6.505404725992961,1,1,35,0.5490472,1
USER005,USER004,34429,DEV11,Hyderabad,Swiggy,CARD,2026-03-05 19:50:01.922111,31,6922,4.973851488009246,1,0,20,0.11521684,0
USER003,USER002,42474,DEV5,Bangalore,Swiggy,ONLINE,2026-03-05 23:17:44.929131,36,5740,7.399651567944251,0,1,35,0.466832,0
USER002,USER001,94387,DEV16,Hyderabad,Amazon,CARD,2026-03-06 03:45:28.936169,41,2274,41.50703605980651,1,0,80,0.51282865,1
USER002,USER005,134029,DEV18,Hyderabad,Zomato,UPI,2026-03-06 08:09:01.943185,9,6331,21.170273258568947,1,1,55,0.47899735,0
USER005,USER005,147703,DEV11,Chennai,Flipkart,CARD,2026-03-06 14:08:22.949791,58,5015,29.45224327018943,0,0,60,0.4536676,0
USER001,USER001,9054,DEV12,Mumbai,Unknown,UPI,2026-03-06 04:11:57.958831,46,4320,2.095833333333333,1,0,40,0.23672645,0
USER005,USER002,172773,DEV13,Hyderabad,Flipkart,UPI,2026-03-06 20:33:18.966870,50,2165,79.80277136258661,0,1,75,0.6506419,1
USER005,USER003,2259,DEV3,Mumbai,Zomato,UPI,2026-03-06 06:10:35.975420,54,5300,0.4262264150943396,1,0,20,0.32723013,0
USER003,USER001,87686,DEV3,Mumbai,Zomato,UPI,2026-03-06 11:44:48.983795,33,7493,11.702388896303216,0,0,60,0.3306988,0
USER002,USER003,135963,DEV6,Mumbai,Amazon,CARD,2026-03-06 15:13:06.991331,7,4428,30.70528455284553,1,0,40,0.25566727,0
USER002,USER003,112773,DEV9,Delhi,Paytm,UPI,2026-03-05 22:34:42.997628,19,3086,36.543421905379134,0,1,55,0.36230987,0
USER003,USER002,104049,DEV13,Hyderabad,Swiggy,UPI,2026-03-06 20:32:22.005172,2,3887,26.76845896578338,1,1,55,0.53992164,1
USER003,USER005,131442,DEV15,Bangalore,Paytm,CARD,2026-03-06 11:47:49.012190,22,5027,26.147205092500496,0,1,55,0.34218088,0
USER001,USER001,81571,DEV4,Delhi,Unknown,CARD,2026-03-06 00:17:24.020236,35,3989,20.448984707946853,1,1,95,0.64096475,1
USER001,USER004,80263,DEV17,Bangalore,Unknown,CARD,2026-03-06 20:43:21.027272,41,7697,10.42782902429518,1,1,75,0.6188992,1
USER003,USER002,55603,DEV18,Bangalore,Zomato,CARD,2026-03-06 21:40:05.035819,32,6630,8.38657616892911,0,1,35,0.5817179,1
USER001,USER004,90217,DEV8,Hyderabad,Swiggy,UPI,2026-03-06 17:26:33.042830,10,5373,16.79080588125814,1,0,40,0.27508014,0
USER003,USER003,5384,DEV15,Delhi,Paytm,ONLINE,2026-03-06 00:58:18.049339,48,5866,0.9178315717695192,1,0,40,0.27090418,0
USER004,USER001,70375,DEV6,Delhi,Amazon,ONLINE,2026-03-06 15:05:26.056362,45,2926,24.051606288448394,1,1,75,0.7027048,1
USER005,USER001,190886,DEV12,Mumbai,Amazon,ONLINE,2026-03-06 23:03:51.063881,59,2555,74.71076320939335,1,0,60,0.5931931,1
USER001,USER001,138994,DEV6,Chennai,Amazon,CARD,2026-03-06 05:21:51.071887,25,6296,22.076556543837356,0,1,55,0.48752627,0
USER005,USER001,96354,DEV1,Delhi,Swiggy,ONLINE,2026-03-06 12:00:39.078901,20,4618,20.8648765699437,1,0,40,0.2854978,0
USER003,USER003,134225,DEV1,Mumbai,Unknown,ONLINE,2026-03-06 10:38:11.085939,20,3191,42.063616421184584,0,0,40,0.3310587,0
USER004,USER001,129198,DEV16,Delhi,Swiggy,ONLINE,2026-03-05 21:47:07.092953,21,3175,40.69228346456693,0,0,40,0.3115174,0
USER001,USER003,176836,DEV15,Hyderabad,Amazon,CARD,2026-03-06 19:25:57.100482,35,5047,35.03784426391916,1,1,75,0.5676222,1
USER005,USER004,7517,DEV19,Mumbai,Swiggy,CARD,2026-03-06 06:31:01.108072,30,4420,1.7006787330316742,1,0,20,0.13671513,0
USER005,USER003,107979,DEV3,Delhi,Zomato,UPI,2026-03-06 22:02:30.115098,46,4274,25.264155357978474,0,1,75,0.5747646,1
USER004,USER004,137888,DEV11,Delhi,Flipkart,CARD,2026-03-06 11:43:28.122615,31,6065,22.735037098103874,0,0,60,0.30319732,0
USER004,USER001,190560,DEV2,Mumbai,Flipkart,UPI,2026-03-06 04:33:26.130652,36,4235,44.99645808736718,0,0,80,0.45551682,0
USER001,USER005,159084,DEV5,Mumbai,Flipkart,UPI,2026-03-06 02:34:33.137678,34,5444,29.221895664952243,0,1,95,0.62717646,1
USER001,USER001,44324,DEV16,Delhi,Amazon,ONLINE,2026-03-05 23:50:16.144696,14,2223,19.93882141250562,0,1,15,0.25865993,0
USER005,USER002,72643,DEV10,Chennai,Flipkart,CARD,2026-03-06 03:47:34.152470,29,7962,9.123712635016327,0,0,80,0.5335607,1
USER005,USER001,143777,DEV5,Delhi,Swiggy,UPI,2026-03-06 14:50:03.160027,39,7630,18.843643512450853,1,0,60,0.48257017,0
USER004,USER004,176845,DEV4,Chennai,Paytm,CARD,2026-03-06 00:27:30.168575,14,4250,41.61058823529412,1,0,60,0.49100175,0
USER002,USER001,122319,DEV4,Hyderabad,Unknown,CARD,2026-03-06 11:35:03.175593,27,6954,17.589732528041417,0,0,60,0.32538217,0
USER004,USER002,161559,DEV8,Hyderabad,Swiggy,UPI,2026-03-05 21:59:36.183626,15,6324,25.54696394686907,0,1,55,0.4361551,0
USER003,USER002,24334,DEV8,Delhi,Zomato,CARD,2026-03-05 22:07:48.190645,24,6350,3.8321259842519684,1,1,15,0.1837587,0
USER004,USER001,152584,DEV1,Chennai,Zomato,CARD,2026-03-06 01:29:23.198667,32,7625,20.011016393442624,1,1,95,0.6767273,1
USER002,USER001,137751,DEV16,Hyderabad,Amazon,UPI,2026-03-05 22:15:49.206224,39,3810,36.155118110236224,1,0,60,0.51567084,1
USER003,USER003,25218,DEV16,Chennai,Swiggy,CARD,2026-03-06 08:19:48.213250,49,5923,4.257639709606618,1,1,35,0.30060375,0
USER001,USER002,176761,DEV2,Chennai,Amazon,UPI,2026-03-06 21:23:57.220770,57,6006,29.43073593073593,0,0,60,0.4401742,0
USER002,USER003,84870,DEV1,Delhi,Zomato,ONLINE,2026-03-06 12:24:44.228314,43,7415,11.445718138907619,1,0,60,0.53851837,1
USER003,USER003,129248,DEV7,Hyderabad,Unknown,CARD,2026-03-06 08:35:15.235837,57,4523,28.575724076940084,1,1,75,0.6140521,1
USER004,USER004,181604,DEV3,Mumbai,Unknown,UPI,2026-03-06 00:22:31.242870,43,3333,54.486648664866486,0,1,95,0.6989341,1
USER003,USER005,124306,DEV13,Bangalore,Amazon,CARD,2026-03-06 06:24:38.250387,1,7063,17.599603567888998,1,1,55,0.4128018,0
USER003,USER002,20186,DEV17,Mumbai,Amazon,UPI,2026-03-06 08:24:29.258408,59,5539,3.6443401335981225,1,1,35,0.29626772,0
USER005,USER005,196844,DEV17,Bangalore,Flipkart,UPI,2026-03-05 20:49:44.264944,14,4438,44.35421360973412,0,0,40,0.3050371,0
USER003,USER002,197589,DEV1,Bangalore,Swiggy,UPI,2026-03-06 22:32:55.272961,55,7526,26.25418549030029,1,1,75,0.5716703,1
USER004,USER004,135323,DEV20,Bangalore,Swiggy,ONLINE,2026-03-06 05:50:27.280516,7,5889,22.97894379351333,0,0,40,0.30719578,0
USER002,USER004,87323,DEV16,Chennai,Zomato,CARD,2026-03-06 14:46:10.287534,21,3940,22.16319796954315,1,0,40,0.31170592,0
USER002,USER003,176456,DEV18,Delhi,Swiggy,CARD,2026-03-06 03:05:52.294049,57,3231,54.613432373878055,0,1,95,0.7519529,1
USER003,USER002,111480,DEV9,Hyderabad,Unknown,ONLINE,2026-03-06 15:54:28.300563,38,2545,43.80353634577603,1,0,60,0.40925616,0
USER001,USER003,195276,DEV4,Delhi,Swiggy,CARD,2026-03-06 12:43:00.308110,59,6426,30.388422035480858,1,1,75,0.65093285,1
USER001,USER003,99203,DEV4,Delhi,Flipkart,ONLINE,2026-03-06 11:13:03.316148,44,5368,18.48043964232489,1,1,75,0.6412315,1
USER001,USER005,69305,DEV13,Bangalore,Zomato,ONLINE,2026-03-06 00:36:46.323175,49,4561,15.195132646349485,1,1,95,0.78407323,1
USER001,USER003,161293,DEV19,Chennai,Paytm,ONLINE,2026-03-06 07:35:59.330233,9,7088,22.755784424379232,1,1,55,0.47879434,0
USER002,USER005,84027,DEV9,Bangalore,Paytm,ONLINE,2026-03-05 23:34:39.338261,47,4052,20.73716683119447,1,0,60,0.457802,0
USER002,USER005,70567,DEV5,Mumbai,Unknown,UPI,2026-03-06 15:22:24.345808,44,2478,28.4774011299435,1,0,60,0.45696855,0
USER001,USER003,188963,DEV5,Delhi,Swiggy,UPI,2026-03-06 00:43:59.353337,58,2629,71.87637885127425,0,0,80,0.6725959,1
USER001,USER003,30008,DEV4,Hyderabad,Zomato,CARD,2026-03-06 14:57:10.359873,22,6921,4.335789625776622,1,1,15,0.17780359,0
USER002,USER001,98941,DEV17,Hyderabad,Paytm,CARD,2026-03-06 12:51:16.366922,47,5825,16.98557939914163,0,1,75,0.63086075,1
USER004,USER003,175491,DEV4,Chennai,Zomato,CARD,2026-03-06 17:07:44.375452,24,2698,65.04484803558191,0,0,40,0.3261169,0
USER002,USER001,125731,DEV8,Bangalore,Paytm,UPI,2026-03-06 08:08:30.384011,37,7875,15.96584126984127,1,1,75,0.5968752,1
USER004,USER004,29731,DEV20,Chennai,Unknown,UPI,2026-03-06 17:25:16.391538,17,3700,8.035405405405406,0,0,0,0.35827053,0
USER003,USER001,66702,DEV20,Delhi,Unknown,CARD,2026-03-06 16:20:14.398067,6,6845,9.74463111760409,0,1,55,0.56691974,1
USER001,USER001,71599,DEV7,Mumbai,Swiggy,UPI,2026-03-06 23:11:18.405603,52,4244,16.870640904806788,1,0,60,0.48627603,0
USER004,USER002,178268,DEV17,Chennai,Zomato,UPI,2026-03-06 01:20:36.413119,7,2619,68.06720122184039,1,1,75,0.59068763,1
USER003,USER004,108772,DEV3,Bangalore,Paytm,ONLINE,2026-03-06 12:10:04.421215,37,5570,19.52818671454219,0,1,75,0.52941895,1
USER003,USER003,96064,DEV19,Delhi,Zomato,ONLINE,2026-03-06 00:50:36.428760,49,3066,31.332028701891716,1,1,95,0.7415848,1
USER005,USER001,21706,DEV5,Hyderabad,Flipkart,ONLINE,2026-03-06 20:58:50.435782,28,3024,7.177910052910053,1,1,35,0.5359159,1
USER004,USER002,149849,DEV11,Bangalore,Swiggy,UPI,2026-03-05 19:53:46.441792,10,2980,50.28489932885906,1,1,55,0.5294842,1
USER005,USER003,142553,DEV17,Bangalore,Swiggy,UPI,2026-03-06 01:10:54.449316,27,5811,24.531578041645155,0,1,95,0.68201774,1
USER005,USER002,85334,DEV5,Mumbai,Amazon,CARD,2026-03-06 23:23:30.457334,54,3673,23.23277974407841,1,0,60,0.38236007,0
USER002,USER003,192386,DEV5,Chennai,Zomato,UPI,2026-03-05 23:46:22.464860,52,5012,38.38507581803671,0,1,75,0.6068564,1
USER004,USER004,120330,DEV3,Delhi,Flipkart,ONLINE,2026-03-06 01:03:38.472388,53,2912,41.32211538461539,1,1,95,0.81654805,1
USER002,USER004,29163,DEV7,Mumbai,Amazon,CARD,2026-03-06 04:39:07.479938,17,4923,5.923826934795856,0,1,35,0.19357337,0
USER005,USER005,84744,DEV10,Chennai,Unknown,ONLINE,2026-03-06 17:45:00.487484,44,4707,18.003824091778203,0,1,75,0.48324025,0
USER002,USER003,71340,DEV10,Mumbai,Zomato,UPI,2026-03-06 10:17:47.495024,3,4571,15.607088164515423,0,1,55,0.29482514,0
USER002,USER002,123431,DEV7,Delhi,Flipkart,UPI,2026-03-06 13:06:41.503068,15,7924,15.576855123674912,0,0,40,0.39992234,0
USER003,USER004,188943,DEV17,Delhi,Swiggy,UPI,2026-03-06 04:02:11.510615,28,7771,24.313859220177584,1,1,95,0.6592638,1
USER004,USER004,16773,DEV1,Bangalore,Paytm,UPI,2026-03-06 18:31:07.517650,25,3658,4.58529250956807,1,0,0,0.04527213,0
USER003,USER001,110117,DEV6,Mumbai,Paytm,UPI,2026-03-06 02:20:24.524672,48,7201,15.2919039022358,0,1,95,0.78373647,1
USER003,USER003,196217,DEV5,Mumbai,Unknown,UPI,2026-03-06 01:02:05.532714,27,3390,57.8811209439528,1,0,80,0.6051003,1
USER005,USER004,86952,DEV18,Hyderabad,Amazon,CARD,2026-03-06 11:09:12.539737,41,5781,15.040996367410482,1,0,60,0.61216456,1
USER004,USER003,46140,DEV14,Bangalore,Zomato,UPI,2026-03-06 06:06:22.547262,59,4625,9.976216216216216,1,0,20,0.52678424,1
USER004,USER001,123241,DEV9,Chennai,Amazon,ONLINE,2026-03-06 06:08:36.554276,17,4798,25.685910796165068,1,1,55,0.5074214,1
USER003,USER005,186659,DEV16,Delhi,Amazon,UPI,2026-03-06 20:47:10.560792,3,7645,24.415827338129496,0,0,40,0.27407506,0
USER005,USER001,37164,DEV7,Mumbai,Zomato,UPI,2026-03-05 23:46:20.569320,49,6084,6.108481262327416,0,0,20,0.41995597,0
USER004,USER003,102317,DEV1,Chennai,Swiggy,ONLINE,2026-03-06 11:58:43.576858,9,6637,15.416151875847522,0,1,55,0.34017804,0
USER001,USER005,38170,DEV19,Chennai,Flipkart,CARD,2026-03-05 21:45:36.583868,6,2354,16.214953271028037,0,1,15,0.5276582,1
USER002,USER003,74875,DEV10,Chennai,Flipkart,ONLINE,2026-03-06 14:25:26.591904,45,4172,17.947027804410354,1,0,60,0.60259813,1
USER003,USER003,48099,DEV15,Chennai,Zomato,ONLINE,2026-03-06 19:22:04.599417,28,4677,10.284156510583708,1,1,35,0.69797164,1
USER003,USER003,182043,DEV2,Chennai,Zomato,ONLINE,2026-03-06 12:17:56.606446,4,6351,28.663675011809165,0,0,40,0.23089837,0
USER002,USER005,87413,DEV15,Mumbai,Zomato,CARD,2026-03-06 04:29:30.613457,33,6071,14.39845165541097,0,1,95,0.42602777,0
USER001,USER004,143422,DEV12,Mumbai,Flipkart,UPI,2026-03-06 15:24:09.620484,18,6262,22.903545193229,0,1,55,0.44538543,0
USER004,USER003,30321,DEV8,Bangalore,Zomato,CARD,2026-03-05 21:12:24.628507,33,7113,4.262758329818642,0,0,20,0.105941914,0
USER001,USER001,187914,DEV18,Bangalore,Amazon,UPI,2026-03-06 09:34:56.635017,36,6022,31.204583194951844,0,1,75,0.71453196,1
USER004,USER004,41192,DEV13,Chennai,Unknown,CARD,2026-03-06 21:37:50.642555,30,3137,13.131016895122729,1,0,20,0.38081497,0
USER003,USER003,77311,DEV6,Delhi,Unknown,ONLINE,2026-03-06 09:07:13.650101,42,7487,10.326031788433284,1,0,60,0.42851692,0
USER002,USER003,172824,DEV12,Chennai,Zomato,UPI,2026-03-06 05:13:18.657139,12,6892,25.076030179918746,1,0,40,0.43999225,0
USER003,USER003,97620,DEV15,Chennai,Amazon,CARD,2026-03-06 12:52:38.664676,21,2958,33.00202839756592,0,1,55,0.5226826,1
USER003,USER003,157071,DEV11,Delhi,Zomato,ONLINE,2026-03-06 08:53:48.671736,10,6891,22.793643883326077,0,0,40,0.28819975,0
USER005,USER001,140345,DEV9,Delhi,Flipkart,ONLINE,2026-03-06 17:03:11.678250,58,7681,18.27170941283687,1,1,75,0.5327299,1
USER002,USER001,129045,DEV10,Chennai,Paytm,ONLINE,2026-03-06 21:30:22.685305,5,7035,18.34328358208955,0,0,40,0.22517137,0
USER002,USER001,62425,DEV16,Mumbai,Unknown,ONLINE,2026-03-06 11:00:32.693332,43,2832,22.042725988700564,1,1,75,0.6949365,1
USER002,USER004,35231,DEV1,Hyderabad,Amazon,ONLINE,2026-03-05 23:04:54.701357,49,3400,10.362058823529411,0,1,35,0.5260356,1
USER003,USER004,34657,DEV11,Delhi,Amazon,CARD,2026-03-06 19:29:56.709398,59,6115,5.667538838920687,1,1,35,0.4805202,0
USER005,USER005,138787,DEV13,Chennai,Swiggy,ONLINE,2026-03-06 10:00:16.716918,48,7818,17.7522384241494,1,0,60,0.37728044,0
USER004,USER004,166206,DEV12,Bangalore,Swiggy,CARD,2026-03-06 08:43:07.723433,41,4225,39.338698224852074,1,0,60,0.50585055,1
USER002,USER005,5181,DEV14,Hyderabad,Unknown,UPI,2026-03-06 04:04:54.731974,40,7797,0.6644863409003463,1,0,40,0.21574207,0
USER002,USER001,185190,DEV12,Mumbai,Swiggy,ONLINE,2026-03-05 21:46:36.738498,43,7821,23.67855772919064,1,1,75,0.52585363,1
USER004,USER002,79611,DEV18,Mumbai,Amazon,ONLINE,2026-03-06 21:05:29.746544,27,6462,12.31987000928505,1,1,75,0.4958322,0
USER004,USER001,40163,DEV20,Delhi,Amazon,UPI,2026-03-06 03:33:42.753073,32,4967,8.085967384739279,0,0,40,0.42197338,0
USER004,USER001,102437,DEV14,Hyderabad,Zomato,ONLINE,2026-03-06 18:13:02.761636,39,2575,39.781359223300974,1,1,75,0.66614604,1
USER005,USER001,89383,DEV13,Delhi,Swiggy,UPI,2026-03-06 09:36:45.769671,58,5484,16.298869438366157,0,0,60,0.39766356,0
USER005,USER004,63366,DEV8,Bangalore,Paytm,CARD,2026-03-06 07:53:20.777242,46,5963,10.626530269998323,1,0,60,0.68612576,1
USER005,USER005,134074,DEV9,Bangalore,Swiggy,CARD,2026-03-06 14:42:14.784250,53,3418,39.22586307782329,1,0,60,0.4940881,0
USER003,USER004,165189,DEV6,Bangalore,Amazon,UPI,2026-03-06 07:44:05.791797,34,3087,53.511175898931,1,0,60,0.6071247,1
USER005,USER004,69131,DEV20,Bangalore,Amazon,ONLINE,2026-03-06 19:25:17.798378,51,3140,22.01624203821656,0,0,60,0.4962439,0
USER003,USER002,154511,DEV1,Mumbai,Unknown,CARD,2026-03-06 03:56:23.805895,36,2045,75.55550122249389,0,0,80,0.56725085,1
USER004,USER004,169711,DEV11,Mumbai,Unknown,CARD,2026-03-06 06:20:46.812952,9,3964,42.81306760847629,0,1,55,0.54875845,1
USER001,USER005,137178,DEV19,Hyderabad,Zomato,ONLINE,2026-03-06 16:51:05.820501,44,7209,19.028714107365793,0,0,60,0.42213196,0
USER004,USER001,179041,DEV2,Chennai,Amazon,ONLINE,2026-03-05 22:55:33.827526,38,4830,37.06853002070393,1,0,60,0.5122095,1
USER003,USER002,181854,DEV10,Hyderabad,Paytm,CARD,2026-03-06 12:00:10.835581,48,2066,88.02226524685382,0,0,60,0.55978507,1
USER002,USER002,114499,DEV9,Chennai,Flipkart,UPI,2026-03-06 05:33:31.843626,38,4089,28.001711910002445,1,0,60,0.56807816,1
USER003,USER002,36475,DEV4,Delhi,Amazon,CARD,2026-03-05 21:02:36.851174,60,3639,10.023358065402583,1,1,35,0.60758716,1
USER001,USER005,132604,DEV18,Bangalore,Flipkart,CARD,2026-03-06 04:34:41.858193,55,4461,29.72517372786371,0,1,95,0.8201331,1
USER001,USER003,62840,DEV2,Hyderabad,Swiggy,UPI,2026-03-06 12:27:30.864707,29,7463,8.420206351333244,0,0,60,0.63108903,1
USER001,USER001,199218,DEV12,Delhi,Flipkart,CARD,2026-03-06 00:07:58.872234,54,7168,27.792689732142858,1,1,95,0.76004297,1
USER003,USER002,153900,DEV19,Chennai,Swiggy,UPI,2026-03-05 22:12:12.880274,33,5978,25.744396119103378,0,1,75,0.36957073,0
USER002,USER002,146086,DEV7,Bangalore,Unknown,UPI,2026-03-06 13:22:47.887807,56,6331,23.0747117359027,1,1,75,0.5764939,1
USER004,USER005,92631,DEV17,Delhi,Unknown,CARD,2026-03-06 14:43:55.894324,32,4921,18.823613086770983,1,1,75,0.5769987,1
USER005,USER005,24540,DEV12,Chennai,Paytm,UPI,2026-03-06 00:46:51.901347,47,3907,6.281034041464039,0,0,40,0.5704134,1
USER005,USER003,21066,DEV1,Delhi,Flipkart,UPI,2026-03-06 09:34:48.908899,46,6226,3.3835528429168007,1,0,20,0.20235823,0
